YEAR,MONTH,DAY,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_DELAY,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,1,UA,ORD,SRQ,11,4,0,0,,,,,,
2015,1,1,EV,ORD,PNS,-4,-1,0,0,,,,,,
2015,1,1,EV,ORD,OKC,9,14,0,0,,,,,,
2015,1,1,OO,ORD,DLH,-2,7,0,0,,,,,,
2015,1,1,OO,ORD,MCI,-4,-8,0,0,,,,,,
2015,1,1,UA,ORD,IAD,-2,-14,0,0,,,,,,
2015,1,1,UA,ORD,EWR,4,-11,0,0,,,,,,
2015,1,1,EV,ORD,PIT,52,38,0,0,,0,0,38,0,0
2015,1,1,UA,ORD,CLE,18,-2,0,0,,,,,,
2015,1,1,OO,ORD,MSP,176,171,0,0,,0,0,171,0,0
2015,1,1,US,ORD,CLT,-7,-24,0,0,,,,,,
2015,1,1,NK,ORD,MSP,1,-1,0,0,,,,,,
2015,1,1,OO,ORD,MKE,-10,-20,0,0,,,,,,
2015,1,1,OO,ORD,IND,-3,-16,0,0,,,,,,
2015,1,1,AA,ORD,MIA,2,-14,0,0,,,,,,
2015,1,1,UA,ORD,IAH,9,19,0,0,,10,0,9,0,0
2015,1,1,NK,ORD,DFW,-5,-1,0,0,,,,,,
2015,1,1,UA,ORD,MCO,0,-18,0,0,,,,,,
2015,1,1,VX,ORD,LAX,0,-1,0,0,,,,,,
2015,1,1,UA,ORD,TPA,0,-10,0,0,,,,,,
2015,1,1,AA,ORD,LGA,4,-16,0,0,,,,,,
2015,1,1,AA,ORD,LAS,31,5,0,0,,,,,,
2015,1,1,MQ,ORD,TYS,-7,-20,0,0,,,,,,
2015,1,1,AA,ORD,FLL,3,-14,0,0,,,,,,
2015,1,1,AS,ORD,ANC,-4,6,0,0,,,,,,
2015,1,1,NK,ORD,LAS,0,11,0,0,,,,,,
2015,1,1,OO,ORD,BOI,9,1,0,0,,,,,,
2015,1,1,AA,ORD,TUS,-1,23,0,0,,23,0,0,0,0
2015,1,1,MQ,ORD,TVC,0,-4,0,0,,,,,,
2015,1,1,US,ORD,PHL,-2,-12,0,0,,,,,,
2015,1,1,UA,ORD,JAC,2,-7,0,0,,,,,,
2015,1,1,EV,ORD,GRB,1,-2,0,0,,,,,,
2015,1,1,EV,ORD,ATW,-9,-17,0,0,,,,,,
2015,1,1,MQ,ORD,SYR,-2,-20,0,0,,,,,,
2015,1,1,OO,ORD,MKG,-14,-19,0,0,,,,,,
2015,1,1,UA,ORD,DFW,492,506,0,0,,14,0,25,467,0
2015,1,1,UA,ORD,DEN,10,-5,0,0,,,,,,
2015,1,1,UA,ORD,BZN,0,-13,0,0,,,,,,
2015,1,1,AA,ORD,BOS,9,0,0,0,,,,,,
2015,1,1,AA,ORD,PSP,6,-2,0,0,,,,,,
2015,1,1,MQ,ORD,MSP,6,2,0,0,,,,,,
2015,1,1,UA,ORD,SEA,19,1,0,0,,,,,,
2015,1,1,AA,ORD,DFW,-3,16,0,0,,16,0,0,0,0
2015,1,1,MQ,ORD,DBQ,-1,-11,0,0,,,,,,
2015,1,1,MQ,ORD,FAR,-3,-4,0,0,,,,,,
2015,1,1,MQ,ORD,OMA,-4,-6,0,0,,,,,,
2015,1,1,B6,ORD,JFK,13,0,0,0,,,,,,
2015,1,1,UA,ORD,SMF,21,-4,0,0,,,,,,
2015,1,1,UA,ORD,EWR,-1,-16,0,0,,,,,,
2015,1,1,MQ,ORD,ATL,8,4,0,0,,,,,,
2015,1,1,MQ,ORD,DTW,-3,-6,0,0,,,,,,
2015,1,1,UA,ORD,SFO,12,-12,0,0,,,,,,
2015,1,1,AA,ORD,LAX,-5,-9,0,0,,,,,,
2015,1,1,UA,ORD,PHL,,,0,1,A,,,,,
2015,1,1,UA,ORD,BOS,-5,-27,0,0,,,,,,
2015,1,1,AA,ORD,PBI,-3,-15,0,0,,,,,,
2015,1,1,EV,ORD,BUF,-2,-11,0,0,,,,,,
2015,1,1,EV,ORD,CMH,-2,-9,0,0,,,,,,
2015,1,1,EV,ORD,SBN,-7,-13,0,0,,,,,,
2015,1,1,UA,ORD,HNL,-4,-3,0,0,,,,,,
2015,1,1,DL,ORD,ATL,20,4,0,0,,,,,,
2015,1,1,MQ,ORD,BDL,0,-13,0,0,,,,,,
2015,1,1,MQ,ORD,CLE,1,3,0,0,,,,,,
2015,1,1,OO,ORD,MBS,-10,-17,0,0,,,,,,
2015,1,1,OO,ORD,MTJ,-6,-9,0,0,,,,,,
2015,1,1,OO,ORD,MKE,15,38,0,0,,23,0,15,0,0
2015,1,1,UA,ORD,OGG,4,-12,0,0,,,,,,
2015,1,1,UA,ORD,LAX,5,-13,0,0,,,,,,
2015,1,1,AA,ORD,DCA,-7,-19,0,0,,,,,,
2015,1,1,EV,ORD,JAX,-5,-21,0,0,,,,,,
2015,1,1,MQ,ORD,IND,6,23,0,0,,17,0,1,5,0
2015,1,1,MQ,ORD,BUF,1,-3,0,0,,,,,,
2015,1,1,EV,ORD,IND,-6,-19,0,0,,,,,,
2015,1,1,EV,ORD,MCI,-6,-14,0,0,,,,,,
2015,1,1,MQ,ORD,GRB,-8,-16,0,0,,,,,,
2015,1,1,MQ,ORD,ELP,27,44,0,0,,17,0,27,0,0
2015,1,1,OO,ORD,CMX,80,77,0,0,,0,0,0,16,61
2015,1,1,MQ,ORD,FSD,-3,-9,0,0,,,,,,
2015,1,1,AA,ORD,RSW,5,10,0,0,,,,,,
2015,1,1,AA,ORD,SFO,-6,-29,0,0,,,,,,
2015,1,1,MQ,ORD,BNA,5,12,0,0,,,,,,
2015,1,1,MQ,ORD,ABQ,25,50,0,0,,25,0,25,0,0
2015,1,1,MQ,ORD,CMI,-5,-13,0,0,,,,,,
2015,1,1,EV,ORD,SDF,-8,-24,0,0,,,,,,
2015,1,1,NK,ORD,MCO,-1,-11,0,0,,,,,,
2015,1,1,AA,ORD,LGA,13,-9,0,0,,,,,,
2015,1,1,AA,ORD,RDU,-4,-15,0,0,,,,,,
2015,1,1,MQ,ORD,DSM,-3,-11,0,0,,,,,,
2015,1,1,OO,ORD,MKE,-1,-10,0,0,,,,,,
2015,1,1,UA,ORD,IAH,-2,0,0,0,,,,,,
2015,1,1,AA,ORD,SJC,18,-3,0,0,,,,,,
2015,1,1,MQ,ORD,BMI,35,25,0,0,,0,0,25,0,0
2015,1,1,MQ,ORD,OKC,26,33,0,0,,7,0,14,12,0
2015,1,1,UA,ORD,MCO,-6,-12,0,0,,,,,,
2015,1,1,AA,ORD,DEN,-2,-5,0,0,,,,,,
2015,1,1,AA,ORD,AUS,-2,4,0,0,,,,,,
2015,1,1,AA,ORD,MCO,-6,-11,0,0,,,,,,
2015,1,1,EV,ORD,CLE,-6,-14,0,0,,,,,,
2015,1,1,MQ,ORD,COU,8,8,0,0,,,,,,
2015,1,1,MQ,ORD,BIS,-7,2,0,0,,,,,,
2015,1,1,EV,ORD,DAY,-9,-23,0,0,,,,,,
2015,1,1,US,ORD,PHX,2,2,0,0,,,,,,
2015,1,1,OO,ORD,SPI,24,16,0,0,,0,0,16,0,0
2015,1,1,UA,ORD,LGA,-4,-29,0,0,,,,,,
2015,1,1,AA,ORD,DFW,5,15,0,0,,15,0,0,0,0
2015,1,1,MQ,ORD,SDF,12,5,0,0,,,,,,
2015,1,1,MQ,ORD,MHK,0,-9,0,0,,,,,,
2015,1,1,MQ,ORD,CHA,-1,1,0,0,,,,,,
2015,1,1,EV,ORD,CLT,10,-6,0,0,,,,,,
2015,1,1,MQ,ORD,TOL,-5,-17,0,0,,,,,,
2015,1,1,NK,ORD,ATL,-2,-9,0,0,,,,,,
2015,1,1,NK,ORD,DEN,27,22,0,0,,22,0,0,0,0
2015,1,1,AA,ORD,SEA,2,-4,0,0,,,,,,
2015,1,1,VX,ORD,SFO,-2,-7,0,0,,,,,,
2015,1,1,MQ,ORD,FNT,-6,-18,0,0,,,,,,
2015,1,1,MQ,ORD,MSP,18,10,0,0,,,,,,
2015,1,1,MQ,ORD,CVG,7,-8,0,0,,,,,,
2015,1,1,MQ,ORD,CMH,67,60,0,0,,0,0,52,8,0
2015,1,1,UA,ORD,LAX,-2,-23,0,0,,,,,,
2015,1,1,DL,ORD,ATL,4,-6,0,0,,,,,,
2015,1,1,B6,ORD,SJU,-2,-27,0,0,,,,,,
2015,1,1,MQ,ORD,BWI,,,0,1,A,,,,,
2015,1,1,MQ,ORD,CID,-7,-15,0,0,,,,,,
2015,1,1,AA,ORD,DCA,-2,-9,0,0,,,,,,
2015,1,1,AA,ORD,LAX,1,-26,0,0,,,,,,
2015,1,1,MQ,ORD,RST,-2,-12,0,0,,,,,,
2015,1,1,MQ,ORD,DTW,17,9,0,0,,,,,,
2015,1,1,OO,ORD,STC,71,76,0,0,,5,0,0,71,0
2015,1,1,AA,ORD,EGE,,,0,1,A,,,,,
2015,1,1,MQ,ORD,TUL,0,2,0,0,,,,,,
2015,1,1,AA,ORD,BOS,-5,-24,0,0,,,,,,
2015,1,1,MQ,ORD,MSN,-7,-18,0,0,,,,,,
2015,1,1,UA,ORD,IAH,10,15,0,0,,5,0,10,0,0
2015,1,1,UA,ORD,SEA,2,-12,0,0,,,,,,
2015,1,1,EV,ORD,JAN,6,5,0,0,,,,,,
2015,1,1,EV,ORD,GRB,120,118,0,0,,0,0,108,10,0
2015,1,1,EV,ORD,FSD,-4,5,0,0,,,,,,
2015,1,1,EV,ORD,MLI,-4,-9,0,0,,,,,,
2015,1,1,MQ,ORD,DSM,-4,-8,0,0,,,,,,
2015,1,1,OO,ORD,ICT,-5,19,0,0,,19,0,0,0,0
2015,1,1,OO,ORD,SAT,72,74,0,0,,2,0,71,1,0
2015,1,1,EV,ORD,OMA,-3,-9,0,0,,,,,,
2015,1,1,EV,ORD,ATW,-6,-5,0,0,,,,,,
2015,1,1,OO,ORD,MKE,-5,-11,0,0,,,,,,
2015,1,1,EV,ORD,RAP,-1,-2,0,0,,,,,,
2015,1,1,UA,ORD,EWR,0,-13,0,0,,,,,,
2015,1,1,DL,ORD,DTW,18,2,0,0,,,,,,
2015,1,1,US,ORD,PHL,-1,-16,0,0,,,,,,
2015,1,1,UA,ORD,SFO,46,44,0,0,,0,0,44,0,0
2015,1,1,AA,ORD,PHX,25,17,0,0,,0,0,17,0,0
2015,1,1,EV,ORD,FAR,-5,-4,0,0,,,,,,
2015,1,1,MQ,ORD,FWA,-5,-9,0,0,,,,,,
2015,1,1,OO,ORD,ASE,74,77,0,0,,3,0,44,30,0
2015,1,1,UA,ORD,PDX,8,-15,0,0,,,,,,
2015,1,1,AA,ORD,MIA,-7,-25,0,0,,,,,,
2015,1,1,MQ,ORD,LIT,2,8,0,0,,,,,,
2015,1,1,US,ORD,CLT,0,-16,0,0,,,,,,
2015,1,1,MQ,ORD,AZO,-6,-15,0,0,,,,,,
2015,1,1,MQ,ORD,ROC,31,26,0,0,,0,0,11,15,0
2015,1,1,MQ,ORD,PIT,3,-1,0,0,,,,,,
2015,1,1,MQ,ORD,CMH,10,6,0,0,,,,,,
2015,1,1,AA,ORD,DFW,3,19,0,0,,19,0,0,0,0
2015,1,1,OO,ORD,MCI,57,49,0,0,,0,0,49,0,0
2015,1,1,UA,ORD,LAX,-4,-5,0,0,,,,,,
2015,1,1,AA,ORD,LGA,-4,-18,0,0,,,,,,
2015,1,1,MQ,ORD,TYS,-9,0,0,0,,,,,,
2015,1,1,UA,ORD,SAN,2,6,0,0,,,,,,
2015,1,1,UA,ORD,DEN,8,9,0,0,,,,,,
2015,1,1,AA,ORD,SAN,-6,-16,0,0,,,,,,
2015,1,1,MQ,ORD,LSE,-5,-17,0,0,,,,,,
2015,1,1,MQ,ORD,MEM,-3,-19,0,0,,,,,,
2015,1,1,DL,ORD,ATL,1,-18,0,0,,,,,,
2015,1,1,EV,ORD,LNK,4,3,0,0,,,,,,
2015,1,1,UA,ORD,DFW,86,76,0,0,,0,0,76,0,0
2015,1,1,AA,ORD,DCA,-6,-8,0,0,,,,,,
2015,1,1,MQ,ORD,DTW,2,-1,0,0,,,,,,
2015,1,1,AA,ORD,MCO,-6,-20,0,0,,,,,,
2015,1,1,F9,ORD,IAD,66,60,0,0,,0,0,0,60,0
2015,1,1,MQ,ORD,GRR,-4,-8,0,0,,,,,,
2015,1,1,EV,ORD,MEM,-6,-9,0,0,,,,,,
2015,1,1,AA,ORD,JFK,-3,-21,0,0,,,,,,
2015,1,1,OO,ORD,SLC,32,18,0,0,,0,0,0,18,0
2015,1,1,UA,ORD,LGA,11,-10,0,0,,,,,,
2015,1,1,AA,ORD,BOS,13,-2,0,0,,,,,,
2015,1,1,AA,ORD,TPA,10,5,0,0,,,,,,
2015,1,1,MQ,ORD,BNA,19,7,0,0,,,,,,
2015,1,1,MQ,ORD,DAY,-6,-19,0,0,,,,,,
2015,1,1,OO,ORD,SBN,-5,-2,0,0,,,,,,
2015,1,1,UA,ORD,BUF,-4,-14,0,0,,,,,,
2015,1,1,UA,ORD,LAX,12,7,0,0,,,,,,
2015,1,1,UA,ORD,EWR,19,-3,0,0,,,,,,
2015,1,1,AA,ORD,LAX,0,-13,0,0,,,,,,
2015,1,1,EV,ORD,LAN,-4,-13,0,0,,,,,,
2015,1,1,EV,ORD,CRW,-5,-22,0,0,,,,,,
2015,1,1,EV,ORD,ERI,-1,-15,0,0,,,,,,
2015,1,1,EV,ORD,DAY,5,2,0,0,,,,,,
2015,1,1,MQ,ORD,RIC,57,39,0,0,,0,0,28,11,0
2015,1,1,MQ,ORD,CMI,7,20,0,0,,13,0,7,0,0
2015,1,1,MQ,ORD,EVV,-3,-4,0,0,,,,,,
2015,1,1,MQ,ORD,GRB,15,24,0,0,,9,0,15,0,0
2015,1,1,OO,ORD,PAH,-4,-5,0,0,,,,,,
2015,1,1,OO,ORD,EAU,-13,-12,0,0,,,,,,
2015,1,1,UA,ORD,IAD,10,-7,0,0,,,,,,
2015,1,1,OO,ORD,AVL,9,1,0,0,,,,,,
2015,1,1,OO,ORD,DLH,-1,10,0,0,,,,,,
2015,1,1,UA,ORD,PIT,3,-7,0,0,,,,,,
2015,1,1,UA,ORD,BOS,-2,-25,0,0,,,,,,
2015,1,1,UA,ORD,SFO,12,14,0,0,,,,,,
2015,1,1,DL,ORD,MSP,0,-6,0,0,,,,,,
2015,1,1,EV,ORD,BHM,-1,10,0,0,,,,,,
2015,1,1,UA,ORD,FLL,-3,-21,0,0,,,,,,
2015,1,1,EV,ORD,ORF,-7,-24,0,0,,,,,,
2015,1,1,EV,ORD,CAK,-7,-18,0,0,,,,,,
2015,1,1,EV,ORD,MHT,-7,-29,0,0,,,,,,
2015,1,1,EV,ORD,FNT,-10,-17,0,0,,,,,,
2015,1,1,EV,ORD,CMH,-3,-13,0,0,,,,,,
2015,1,1,OO,ORD,STL,-7,-7,0,0,,,,,,
2015,1,1,EV,ORD,LEX,0,-8,0,0,,,,,,
2015,1,1,OO,ORD,MBS,32,36,0,0,,4,0,11,21,0
2015,1,1,EV,ORD,TVC,1,-2,0,0,,,,,,
2015,1,1,AA,ORD,LGA,-3,-11,0,0,,,,,,
2015,1,1,EV,ORD,SAV,29,16,0,0,,0,0,8,8,0
2015,1,1,EV,ORD,PVD,-6,-22,0,0,,,,,,
2015,1,1,EV,ORD,CWA,-4,3,0,0,,,,,,
2015,1,1,MQ,ORD,OKC,-4,4,0,0,,,,,,
2015,1,1,AA,ORD,DFW,8,15,0,0,,7,0,8,0,0
2015,1,1,MQ,ORD,CLE,29,26,0,0,,0,0,26,0,0
2015,1,1,OO,ORD,MKE,-7,0,0,0,,,,,,
2015,1,1,MQ,ORD,CID,,,0,1,A,,,,,
2015,1,1,OO,ORD,GRR,3,18,0,0,,15,0,3,0,0
2015,1,1,EV,ORD,HPN,36,19,0,0,,19,0,0,0,0
2015,1,1,MQ,ORD,DTW,-4,23,0,0,,23,0,0,0,0
2015,1,1,MQ,ORD,SYR,18,15,0,0,,0,0,15,0,0
2015,1,1,MQ,ORD,ALO,72,63,0,0,,0,0,63,0,0
2015,1,1,UA,ORD,CLT,-8,-28,0,0,,,,,,
2015,1,1,OO,ORD,ATL,-1,-3,0,0,,,,,,
2015,1,1,UA,ORD,CLE,-9,2,0,0,,,,,,
2015,1,1,UA,ORD,PHL,-5,-26,0,0,,,,,,
2015,1,1,AA,ORD,MIA,149,150,0,0,,1,0,11,138,0
2015,1,1,MQ,ORD,CWA,36,35,0,0,,0,0,35,0,0
2015,1,1,OO,ORD,FWA,-8,-11,0,0,,,,,,
2015,1,1,UA,ORD,RSW,2,-17,0,0,,,,,,
2015,1,1,UA,ORD,IAH,16,20,0,0,,4,0,16,0,0
2015,1,1,EV,ORD,HSV,-10,-25,0,0,,,,,,
2015,1,1,US,ORD,PHL,25,15,0,0,,0,0,2,13,0
2015,1,1,AA,ORD,LAS,-5,-8,0,0,,,,,,
2015,1,1,AA,ORD,SNA,0,-10,0,0,,,,,,
2015,1,1,DL,ORD,SLC,-1,-28,0,0,,,,,,
2015,1,1,MQ,ORD,MDT,81,70,0,0,,0,0,70,0,0
2015,1,1,US,ORD,CLT,8,7,0,0,,,,,,
2015,1,1,AA,ORD,SFO,5,-24,0,0,,,,,,
2015,1,1,F9,ORD,DEN,28,26,0,0,,0,0,26,0,0
2015,1,1,EV,ORD,BTV,-1,-18,0,0,,,,,,
2015,1,1,EV,ORD,MCI,-5,-10,0,0,,,,,,
2015,1,1,UA,ORD,LGA,-1,-13,0,0,,,,,,
2015,1,1,UA,ORD,EWR,-2,-22,0,0,,,,,,
2015,1,1,AA,ORD,BOS,-4,-18,0,0,,,,,,
2015,1,1,EV,ORD,ELM,-9,-27,0,0,,,,,,
2015,1,1,MQ,ORD,IND,39,59,0,0,,20,0,17,22,0
2015,1,1,US,ORD,PHX,1,11,0,0,,,,,,
2015,1,1,OO,ORD,MKE,-3,-2,0,0,,,,,,
2015,1,1,AA,ORD,LGA,0,1,0,0,,,,,,
2015,1,1,MQ,ORD,STL,3,28,0,0,,28,0,0,0,0
2015,1,1,MQ,ORD,AZO,14,8,0,0,,,,,,
2015,1,1,NK,ORD,MCI,-3,-15,0,0,,,,,,
2015,1,1,UA,ORD,ALB,-6,-16,0,0,,,,,,
2015,1,1,F9,ORD,TPA,11,27,0,0,,16,0,11,0,0
2015,1,1,AA,ORD,DFW,43,60,0,0,,17,0,43,0,0
2015,1,1,AA,ORD,AUS,-7,-3,0,0,,,,,,
2015,1,1,EV,ORD,SDF,-2,-12,0,0,,,,,,
2015,1,1,MQ,ORD,TVC,-4,-2,0,0,,,,,,
2015,1,1,OO,ORD,CHO,7,-3,0,0,,,,,,
2015,1,1,AA,ORD,MSP,-4,-5,0,0,,,,,,
2015,1,1,AA,ORD,LAX,16,0,0,0,,,,,,
2015,1,1,UA,ORD,MCO,3,-12,0,0,,,,,,
2015,1,1,EV,ORD,SYR,-2,-25,0,0,,,,,,
2015,1,1,UA,ORD,TPA,-2,-15,0,0,,,,,,
2015,1,1,MQ,ORD,MLI,-1,-5,0,0,,,,,,
2015,1,1,MQ,ORD,SUX,27,44,0,0,,17,0,27,0,0
2015,1,1,AA,ORD,PHX,76,85,0,0,,9,0,76,0,0
2015,1,1,EV,ORD,CAE,10,6,0,0,,,,,,
2015,1,1,MQ,ORD,XNA,12,12,0,0,,,,,,
2015,1,1,AA,ORD,DFW,,,0,1,B,,,,,
2015,1,1,EV,ORD,AVP,-7,-20,0,0,,,,,,
2015,1,1,MQ,ORD,HPN,-7,-26,0,0,,,,,,
2015,1,1,AA,ORD,RDU,-4,-16,0,0,,,,,,
2015,1,1,AA,ORD,MIA,-3,-2,0,0,,,,,,
2015,1,1,AA,ORD,CLT,0,-20,0,0,,,,,,
2015,1,1,EV,ORD,SCE,24,-1,0,0,,,,,,
2015,1,1,EV,ORD,MLI,-7,-12,0,0,,,,,,
2015,1,1,MQ,ORD,DSM,18,7,0,0,,,,,,
2015,1,1,EV,ORD,TYS,-2,-13,0,0,,,,,,
2015,1,1,AA,ORD,LGA,-4,-11,0,0,,,,,,
2015,1,1,AA,ORD,FLL,3,-2,0,0,,,,,,
2015,1,1,MQ,ORD,FAR,0,-1,0,0,,,,,,
2015,1,1,MQ,ORD,MSN,31,17,0,0,,0,0,17,0,0
2015,1,1,UA,ORD,EWR,-3,-24,0,0,,,,,,
2015,1,1,AA,ORD,MCO,-2,-10,0,0,,,,,,
2015,1,1,MQ,ORD,LIT,0,-7,0,0,,,,,,
2015,1,1,UA,ORD,DEN,6,4,0,0,,,,,,
2015,1,1,MQ,ORD,GRR,-4,18,0,0,,18,0,0,0,0
2015,1,1,MQ,ORD,ROC,-7,-12,0,0,,,,,,
2015,1,1,MQ,ORD,FNT,2,-11,0,0,,,,,,
2015,1,1,OO,ORD,MSP,2,4,0,0,,,,,,
2015,1,1,UA,ORD,BWI,-1,-17,0,0,,,,,,
2015,1,1,EV,ORD,SBN,33,17,0,0,,0,0,12,5,0
2015,1,1,OO,ORD,MSN,1,-12,0,0,,,,,,
2015,1,1,UA,ORD,LAX,1,-27,0,0,,,,,,
2015,1,1,AA,ORD,DCA,-4,-17,0,0,,,,,,
2015,1,1,MQ,ORD,DTW,4,8,0,0,,,,,,
2015,1,1,MQ,ORD,BNA,14,7,0,0,,,,,,
2015,1,1,AS,ORD,SEA,0,-18,0,0,,,,,,
2015,1,1,MQ,ORD,RST,9,-7,0,0,,,,,,
2015,1,1,OO,ORD,DFW,-3,10,0,0,,,,,,
2015,1,1,UA,ORD,IAH,8,3,0,0,,,,,,
2015,1,1,EV,ORD,DSM,-4,-14,0,0,,,,,,
2015,1,1,OO,ORD,CID,-6,-3,0,0,,,,,,
2015,1,1,MQ,ORD,CVG,-2,-11,0,0,,,,,,
2015,1,1,MQ,ORD,FSD,-3,-11,0,0,,,,,,
2015,1,1,AA,ORD,LAX,-1,-24,0,0,,,,,,
2015,1,1,DL,ORD,ATL,0,-17,0,0,,,,,,
2015,1,1,NK,ORD,OAK,0,-37,0,0,,,,,,
2015,1,1,AA,ORD,DFW,52,55,0,0,,3,0,5,47,0
2015,1,1,UA,ORD,SFO,35,10,0,0,,,,,,
2015,1,1,OO,ORD,MKE,54,50,0,0,,0,0,0,50,0
2015,1,1,AA,ORD,SEA,13,9,0,0,,,,,,
2015,1,1,F9,ORD,SLC,6,5,0,0,,,,,,
2015,1,1,MQ,ORD,DBQ,2,-13,0,0,,,,,,
2015,1,1,NK,ORD,LAS,0,-11,0,0,,,,,,
2015,1,1,MQ,ORD,MSP,0,-5,0,0,,,,,,
2015,1,1,MQ,ORD,OMA,30,32,0,0,,2,0,30,0,0
2015,1,1,AA,ORD,PDX,3,-19,0,0,,,,,,
2015,1,1,OO,ORD,ASE,31,47,0,0,,16,0,0,31,0
2015,1,1,AA,ORD,DEN,-3,24,0,0,,24,0,0,0,0
2015,1,1,AA,ORD,BOS,0,-17,0,0,,,,,,
2015,1,1,US,ORD,PHL,-2,-9,0,0,,,,,,
2015,1,1,UA,ORD,LGA,-3,-27,0,0,,,,,,
2015,1,1,UA,ORD,SEA,28,2,0,0,,,,,,
2015,1,1,UA,ORD,MCO,133,121,0,0,,0,0,93,28,0
2015,1,1,UA,ORD,EWR,0,17,0,0,,17,0,0,0,0
2015,1,1,US,ORD,CLT,-3,-22,0,0,,,,,,
2015,1,1,MQ,ORD,LEX,0,23,0,0,,23,0,0,0,0
